date,AL,AK,AZ,AR,CA,CO,CT,DE,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY
04/01/2020,0.001230205725466511,0.00030023869655649313,0.0009148024081275912,0.0008945647889212,0.0010684806741492235,0.002131725263746091,0.006985842078453609,0.004592077203414891,0.001262509719859881,0.0019924898888364065,0.00020272070360520964,0.0007418361367606959,0.0038271854398658506,0.0023658818193064203,0.0022976400871317746,0.0013489228509299136,0.0009311779856129785,0.004781111872912139,0.0005712894420724239,0.003473893978572992,0.00804339935243903,0.0032745490528876065,0.0008735931087725001,0.002036158943882987,0.0010121291544979848,0.00020729551219035808,0.0023551786681118283,0.0012700814743754306,0.0013740955079766426,0.010646089033581498,0.0014856948807199252,0.00506293335330456,0.0008933467049960455,0.0012312396274474094,0.0013715139698639528,0.0007094710857733387,0.0004345160910055405,0.003163732980506068,0.007894092224924714,0.0009770305141049878,0.002698897236896944,0.001395278836738497,0.0008646386339579944,0.0011651011891604065,0.0008671288245742444,0.0017557254907307632,0.0012076289802961295,0.0005348055341231,0.0009773677641254145,0.000742575542781179
05/01/2020,0.0022154836141885584,0.00013993025224126148,0.0016987192067857133,0.00137137843939589,0.0015808268474347203,0.0018866616016717597,0.0038732942789093364,0.004811083962346986,0.0009590400827944538,0.0018950564806083277,2.60249551925607e-05,0.00047301557475736906,0.0050830793639330876,0.0023857631791325247,0.0037006571219324862,0.0018912802865823492,0.0011458434512174947,0.00251873444159651,0.0009196366628482922,0.004963883595854543,0.00518862029533364,0.0015048923876997855,0.003411356570302878,0.002972083535487197,0.0008872971866056111,6.449193712588918e-05,0.0048422758645629655,0.0011134123563357056,0.0017221513622398554,0.004313091633938506,0.002021959985284546,0.0014505026303499682,0.001754456785130364,0.001946897660901216,0.0014600069371711788,0.0007596790324550223,0.00040622421313214665,0.001992261819308624,0.0051813801776239045,0.0012295325083633967,0.00282618245716796,0.0017085696085976125,0.0012216237442728357,0.0016099524555667777,0.0001616154081643753,0.0033898963110930653,0.0009512767455863481,0.0004885671389853736,0.0019040358472179526,0.0005954451904818779
06/01/2020,0.004084052394676557,0.0006942170766532488,0.008935561955338813,0.004563740395705558,0.003023264387226068,0.0011158438586475565,0.0010619965424141797,0.0020729948518272935,0.004676427237962243,0.003560468478474303,0.00019381742946038624,0.001881200862180857,0.001858573273619622,0.00163792951100691,0.0030572552488624567,0.001693039292861114,0.0012853316514915036,0.004231714129540308,0.000697427804121791,0.0023035342954673987,0.001185474763591053,0.0013443480561443062,0.0021020177408756107,0.004301406855934416,0.0013643858129198977,0.0005159354970071134,0.0025288629081261305,0.003422914611791941,0.0008099549775250183,0.0012573036528189326,0.0021111016781277417,0.0005271632006152035,0.0035713780095328576,0.001269715865805141,0.0014295213216395028,0.0032748700900917267,0.0010913591889661677,0.001166629418551283,0.0016782572350370574,0.005181169205215825,0.0020185408382801854,0.00312365501466915,0.003535653450998842,0.004056176440774634,0.00035275670820493455,0.0019601268328237357,0.0014849766963117678,0.0005297917322406959,0.002319976708668272,0.0010454909739856227
07/01/2020,0.01001341337755288,0.002931742566375168,0.0129810028687276,0.007291897552422957,0.00675833545431729,0.002462396909396142,0.0008973759927810841,0.003167019398750753,0.014757775737236276,0.010235449462643098,0.0008827938748213353,0.008007051244802124,0.0028614011405831466,0.003117691759397256,0.004862476765173352,0.004359941717827918,0.0033000380099801703,0.012035264427429299,0.0004620184191343095,0.0035327433948805537,0.0012649519035343726,0.0020073495390225855,0.0032815786044647823,0.010496593355947575,0.004711635719214757,0.0027620975357630826,0.003606622004519865,0.009643997578223571,0.0005880693704322201,0.0012254568377210032,0.0040184509154710365,0.0005789050330111407,0.00557062269680316,0.003905338193309752,0.0033214078121760904,0.005782492110540238,0.002330779205469763,0.001910720724902635,0.002090764303659839,0.010472003109638162,0.0022990188900278226,0.009089191294882662,0.00899223493992624,0.005493928406119591,0.0003278927992565691,0.0033021966962549837,0.0031241794590060636,0.0020924266522566286,0.004380350702750144,0.0021723363780661534
08/01/2020,0.007607673318750319,0.002937176750928227,0.003536844857808919,0.006080120620249284,0.005247195974142096,0.0018173104877043588,0.0008857361559383399,0.0026825804849839076,0.006930521447157967,0.00828090732227447,0.004618744679437615,0.006111730514718062,0.004403115434229769,0.004089522081563647,0.0064111519650069575,0.005032532945238901,0.0040941671756101,0.007144315910781754,0.0004326839163321311,0.0030790855318063312,0.001542339917898266,0.0022299696899441735,0.0037020872360130526,0.007997195600142244,0.0057117524346697824,0.0033240987021458312,0.004167912422395997,0.0066199940678058795,0.0004959795923250783,0.0012344944474109562,0.0021997717218024543,0.0005273610661310579,0.0045398159623522135,0.007191208949060025,0.002754121316490821,0.005435325604841761,0.001916538960273488,0.0016799309921022723,0.0025478913421778005,0.006145906345566346,0.005499172082859299,0.00696049109882654,0.006402568044932563,0.003593616613317082,0.0003310007878751148,0.003554203099366783,0.002254811010859848,0.002101340077825347,0.003992557490301354,0.00189884701732157
09/01/2020,0.005591988792165808,0.003600147266401388,0.00235649971371392,0.0077391799468835565,0.0026755603042462523,0.002324905299410896,0.0013125301735056251,0.003433460801322518,0.003545856807300072,0.005036794397979949,0.002468946407083719,0.00553553128989881,0.004656727396541409,0.003870974392808544,0.007693570304027746,0.005827197100172908,0.004555653574290883,0.003952832026305876,0.0006746935644501027,0.0027327793512272203,0.0016306320536850307,0.0024981054975575247,0.004048336950536555,0.005389495106808092,0.007787794095756346,0.005652257632390431,0.005913922905589628,0.0034200192892819663,0.0007396186903093274,0.0016629201829513455,0.0019813981567950497,0.0007167183648037612,0.0038852307281421333,0.013373057911868894,0.002600084275790492,0.007808975667059247,0.0016305552281032653,0.0019465342498726544,0.0028775327524238207,0.004951107496382235,0.010573684625522377,0.005942404520408501,0.004631691629010985,0.006381188378787342,0.00018803331142201358,0.0031365033528059603,0.0017077620812794697,0.00307346055391369,0.008566211324748753,0.0038375057770300095
10/01/2020,0.007602504387130712,0.010425483065043114,0.003947660842280327,0.009369039829369066,0.0028513452984538375,0.006248863964763408,0.0037316762639892824,0.0044144496017003805,0.004459789044560664,0.004953346646435326,0.0017183319099509156,0.01223377939444231,0.009795879023974519,0.008973414940179197,0.01263999629119855,0.008647795801575387,0.008629640422039403,0.004228496259118373,0.0009761055807424856,0.003358458585046622,0.0035827271009511805,0.005790503827579156,0.00883961334923128,0.007188805073291601,0.009987206752419249,0.018123155645762373,0.0129784402340306,0.0067441712332336696,0.0021006621037510994,0.004390018906894653,0.008287347539406287,0.0014900757335208571,0.006101331286514913,0.02991014515802191,0.0053930747520842,0.010120307323093939,0.002727101261346222,0.003828281371956196,0.008282923391154136,0.005783934785018163,0.02724579564526848,0.009251836481011645,0.007532701076540719,0.01296388796953639,0.0006588935871316839,0.003897606597784146,0.00261782547467284,0.004935252319579732,0.018533361661850763,0.013224422253725427
11/01/2020,0.011712600244967598,0.022024749993546904,0.012525068365730432,0.015346962395097679,0.007546222142455987,0.02247598696060701,0.013177126722903706,0.011134021034741336,0.009045119759939105,0.008016298697823478,0.0018327047393498007,0.020754576602184126,0.024589676199445375,0.02389665816431723,0.03166201291439748,0.024572702249168188,0.016527023233101415,0.01073052523368175,0.003966758141424572,0.009111959074434487,0.009314607059475203,0.01963886549201235,0.03006085027861105,0.01214711358021859,0.02085619146269464,0.027372220743002395,0.029810531377000234,0.017175053129168057,0.007651427862886297,0.013033954622376928,0.02461395515559706,0.004706082895461069,0.008676434969831493,0.043760308425526674,0.01787583344285573,0.023062099408706814,0.0073617823883060235,0.012081608110272457,0.023109501959180923,0.008573945228531867,0.03783412370321142,0.017169548715269288,0.011124242674489408,0.024946477400822897,0.003201228277102049,0.006824393480325128,0.007633671878989303,0.013333927561704581,0.02966389163629914,0.03476084393970079
12/01/2020,0.022434554864531248,0.01851290822613272,0.026977242247192768,0.023270961550968295,0.02696984495217736,0.017268773268725536,0.018555562761168837,0.021921870095686777,0.014307392675199822,0.01875793569469647,0.0024018294173765884,0.02051290963230235,0.017511313300535868,0.02553650217664073,0.016045891406042966,0.023904191453874964,0.01820531687328218,0.016633172210985897,0.00955938110065988,0.012904189593418436,0.019659004681758033,0.013205291874354576,0.016286171448427183,0.021393670666557802,0.019317462953394496,0.016906100660858094,0.019111378456940314,0.023220164827493468,0.016142540474182593,0.017251183039247005,0.021093565762043562,0.010815378562982893,0.0164674628188317,0.01636009654970745,0.022888515458916906,0.025793764929925855,0.008783449251444064,0.02158794710419215,0.028907366210662717,0.02048661466244347,0.02055937911846537,0.029871198024200737,0.01629394766662703,0.024885413397198138,0.005207434930373285,0.013435026371123971,0.010308003710756918,0.021727589001947028,0.018000591100629033,0.018354944185668118
01/01/2021,0.01890894588983456,0.00979104201847351,0.032390067612125456,0.022248649193896256,0.02441175258498315,0.010359776630611581,0.018913626313569444,0.02061994051493838,0.018301453645522894,0.021900605989180325,0.002708649941752041,0.011995370855615119,0.012885234582096696,0.01629063897217788,0.011636991034348388,0.01663558170810289,0.022008754270578725,0.018516913555987082,0.010792163580921426,0.0118620375672686,0.020042741355652524,0.008338488138461206,0.008271112300499216,0.01897963301229388,0.01415162717415001,0.011530237044721474,0.011833957866546327,0.016760700307740614,0.015974313477955374,0.017941699455796028,0.014341907915216345,0.01267501761374089,0.02121275139306222,0.006293430054046289,0.01682628144591242,0.020362980747397008,0.006946599080513969,0.015219902728621709,0.022721581404582015,0.027184747162377124,0.010307850006195298,0.020585097623977918,0.021243663754155203,0.020604826743102517,0.006982096431562868,0.01751970237130977,0.008629272418443572,0.018720979139798723,0.011936977074757273,0.013238269816294774
